,Station,Year,Month,Day,Night,DayLimit,NightLimit,Day_Label,Night_Label
357,MUM03,2011,7,67.0,63.0,65,55,High,High
358,MUM03,2011,8,67.0,63.0,65,55,High,High
359,MUM03,2011,9,67.0,63.0,65,55,High,High
360,MUM03,2011,10,66.0,63.0,65,55,High,High
361,MUM03,2011,11,66.0,63.0,65,55,High,High
362,MUM03,2011,12,67.0,62.0,65,55,High,High
363,MUM04,2011,2,61.0,50.0,65,55,Low,Low
364,MUM04,2011,3,61.0,51.0,65,55,Low,Low
365,MUM04,2011,4,61.0,53.0,65,55,Low,Low
366,MUM04,2011,5,63.0,56.0,65,55,Low,High
367,MUM04,2011,6,65.0,58.0,65,55,High,High
368,MUM04,2011,7,64.0,55.0,65,55,Low,High
369,MUM04,2011,8,64.0,56.0,65,55,Low,High
370,MUM04,2011,9,63.0,56.0,65,55,Low,High
371,MUM04,2011,10,62.0,55.0,65,55,Low,High
372,MUM04,2011,11,61.0,53.0,65,55,Low,Low
373,MUM04,2011,12,59.0,54.0,65,55,Low,Low
374,MUM05,2011,2,66.0,60.0,50,40,High,High
375,MUM05,2011,3,66.0,61.0,50,40,High,High
376,MUM05,2011,4,67.0,59.0,50,40,High,High
377,MUM05,2011,5,69.0,70.0,50,40,High,High
378,MUM05,2011,6,69.0,58.0,50,40,High,High
379,MUM05,2011,7,70.0,58.0,50,40,High,High
380,MUM05,2011,8,69.0,58.0,50,40,High,High
381,MUM05,2011,9,70.0,58.0,50,40,High,High
382,MUM05,2011,10,69.0,58.0,50,40,High,High
383,MUM05,2011,11,68.0,57.0,50,40,High,High
384,MUM05,2011,12,65.0,56.0,50,40,High,High
385,BEN01,2012,1,66.0,55.0,55,45,High,High
386,BEN01,2012,2,66.0,55.0,55,45,High,High
387,BEN01,2012,3,66.0,57.0,55,45,High,High
388,BEN01,2012,4,65.0,56.0,55,45,High,High
389,BEN01,2012,5,66.0,56.0,55,45,High,High
390,BEN01,2012,6,66.0,56.0,55,45,High,High
391,BEN01,2012,7,67.0,57.0,55,45,High,High
392,BEN01,2012,8,67.0,58.0,55,45,High,High
393,BEN01,2012,9,66.0,56.0,55,45,High,High
394,BEN01,2012,10,66.0,55.0,55,45,High,High
395,BEN01,2012,11,66.0,55.0,55,45,High,High
396,BEN01,2012,12,66.0,55.0,55,45,High,High
397,BEN02,2012,1,54.0,52.0,65,55,Low,Low
398,BEN02,2012,2,55.0,52.0,65,55,Low,Low
399,BEN02,2012,3,54.0,52.0,65,55,Low,Low
400,BEN02,2012,4,54.0,51.0,65,55,Low,Low
401,BEN02,2012,5,54.0,52.0,65,55,Low,Low
402,BEN02,2012,6,54.0,52.0,65,55,Low,Low
403,BEN02,2012,7,54.0,52.0,65,55,Low,Low
404,BEN02,2012,8,54.0,52.0,65,55,Low,Low
405,BEN02,2012,9,54.0,51.0,65,55,Low,Low
406,BEN02,2012,10,55.0,51.0,65,55,Low,Low
407,BEN02,2012,11,55.0,52.0,65,55,Low,Low
408,BEN02,2012,12,56.0,53.0,65,55,Low,Low
409,BEN03,2012,1,54.0,46.0,55,45,Low,High
410,BEN03,2012,2,54.0,46.0,55,45,Low,High
411,BEN03,2012,3,54.0,46.0,55,45,Low,High
412,BEN03,2012,4,54.0,46.0,55,45,Low,High
413,BEN03,2012,5,57.0,50.0,55,45,High,High
414,BEN03,2012,6,59.0,51.0,55,45,High,High
415,BEN03,2012,7,59.0,49.0,55,45,High,High
416,BEN03,2012,8,58.0,49.0,55,45,High,High
417,BEN03,2012,9,58.0,47.0,55,45,High,High
418,BEN03,2012,10,56.0,46.0,55,45,High,High
419,BEN03,2012,11,56.0,46.0,55,45,High,High
420,BEN03,2012,12,55.0,46.0,55,45,High,High
421,BEN04,2012,1,65.0,57.0,65,55,High,High
422,BEN04,2012,2,65.0,57.0,65,55,High,High
423,BEN04,2012,3,65.0,57.0,65,55,High,High
424,BEN04,2012,4,64.0,57.0,65,55,Low,High
425,BEN04,2012,5,65.0,57.0,65,55,High,High
426,BEN04,2012,6,65.0,57.0,65,55,High,High
427,BEN04,2012,7,65.0,57.0,65,55,High,High
428,BEN04,2012,8,65.0,57.0,65,55,High,High
429,BEN04,2012,9,65.0,57.0,65,55,High,High
430,BEN04,2012,10,65.0,57.0,65,55,High,High
431,BEN04,2012,11,65.0,57.0,65,55,High,High
432,BEN04,2012,12,65.0,57.0,65,55,High,High
433,BEN05,2012,1,56.0,49.0,75,70,Low,Low
434,BEN05,2012,2,56.0,50.0,75,70,Low,Low
435,BEN05,2012,3,55.0,48.0,75,70,Low,Low
436,BEN05,2012,4,54.0,49.0,75,70,Low,Low
437,BEN05,2012,5,54.0,50.0,75,70,Low,Low
438,BEN05,2012,6,55.0,49.0,75,70,Low,Low
439,BEN05,2012,7,56.0,49.0,75,70,Low,Low
440,BEN05,2012,8,57.0,52.0,75,70,Low,Low
441,BEN05,2012,9,54.0,48.0,75,70,Low,Low
442,BEN05,2012,10,56.0,48.0,75,70,Low,Low
443,BEN05,2012,11,57.0,49.0,75,70,Low,Low
444,BEN05,2012,12,57.0,48.0,75,70,Low,Low
445,CHE 1.00,2012,1,61.0,47.0,50,40,High,High
446,CHE 1.00,2012,2,63.0,49.0,50,40,High,High
447,CHE 1.00,2012,3,63.0,50.0,50,40,High,High
448,CHE 1.00,2012,4,63.0,51.0,50,40,High,High
449,CHE 1.00,2012,5,62.0,51.0,50,40,High,High
450,CHE 1.00,2012,6,63.0,52.0,50,40,High,High
451,CHE 1.00,2012,7,63.0,52.0,50,40,High,High
452,CHE 1.00,2012,8,63.0,52.0,50,40,High,High
453,CHE 1.00,2012,9,63.0,53.0,50,40,High,High
454,CHE 1.00,2012,10,63.0,53.0,50,40,High,High
455,CHE 1.00,2012,11,63.0,52.0,50,40,High,High
456,CHE 1.00,2012,12,58.0,60.0,50,40,High,High
457,CHE 2.00,2012,1,73.0,68.0,75,70,Low,Low
458,CHE 2.00,2012,2,74.0,69.0,75,70,Low,Low
459,CHE 2.00,2012,3,75.0,70.0,75,70,High,High
460,CHE 2.00,2012,4,76.0,70.0,75,70,High,High
461,CHE 2.00,2012,5,76.0,71.0,75,70,High,High
462,CHE 2.00,2012,6,76.0,72.0,75,70,High,High
463,CHE 2.00,2012,7,77.0,72.0,75,70,High,High
464,CHE 2.00,2012,8,76.0,72.0,75,70,High,High
465,CHE 2.00,2012,9,76.0,72.0,75,70,High,High
466,CHE 2.00,2012,10,76.0,71.0,75,70,High,High
467,CHE 2.00,2012,11,75.0,71.0,75,70,High,High
468,CHE 2.00,2012,12,75.0,71.0,75,70,High,High
469,CHE 3.00,2012,1,68.0,57.0,65,55,High,High
470,CHE 3.00,2012,2,69.0,57.0,65,55,High,High
471,CHE 3.00,2012,3,69.0,57.0,65,55,High,High
472,CHE 3.00,2012,4,69.0,58.0,65,55,High,High
