,Station,Year,Month,Day,Night,DayLimit,NightLimit,Day_Label,Night_Label
1287,CHE 1.00,2014,9,53.0,52.0,50,40,High,High
1288,CHE 1.00,2014,10,62.0,56.0,50,40,High,High
1289,CHE 1.00,2014,11,62.0,54.0,50,40,High,High
1290,CHE 1.00,2014,12,60.0,53.0,50,40,High,High
1291,CHE 2.00,2014,1,74.0,69.0,75,70,Low,Low
1292,CHE 2.00,2014,2,75.0,70.0,75,70,High,High
1293,CHE 2.00,2014,3,75.0,70.0,75,70,High,High
1294,CHE 2.00,2014,4,76.0,71.0,75,70,High,High
1295,CHE 2.00,2014,5,76.0,71.0,75,70,High,High
1296,CHE 2.00,2014,6,76.0,72.0,75,70,High,High
1297,CHE 2.00,2014,7,76.0,72.0,75,70,High,High
1298,CHE 2.00,2014,8,76.0,72.0,75,70,High,High
1299,CHE 2.00,2014,9,76.0,72.0,75,70,High,High
1300,CHE 2.00,2014,10,78.0,73.0,75,70,High,High
1301,CHE 2.00,2014,11,80.0,75.0,75,70,High,High
1302,CHE 2.00,2014,12,80.0,75.0,75,70,High,High
1303,CHE 3.00,2014,1,68.0,57.0,65,55,High,High
1304,CHE 3.00,2014,2,69.0,57.0,65,55,High,High
1305,CHE 3.00,2014,3,68.0,57.0,65,55,High,High
1306,CHE 3.00,2014,4,69.0,57.0,65,55,High,High
1307,CHE 3.00,2014,5,68.0,58.0,65,55,High,High
1308,CHE 3.00,2014,6,68.0,58.0,65,55,High,High
1309,CHE 3.00,2014,7,68.0,58.0,65,55,High,High
1310,CHE 3.00,2014,8,68.0,58.0,65,55,High,High
1311,CHE 3.00,2014,9,68.0,57.0,65,55,High,High
1312,CHE 3.00,2014,10,71.0,59.0,65,55,High,High
1313,CHE 3.00,2014,11,71.0,59.0,65,55,High,High
1314,CHE 3.00,2014,12,71.0,59.0,65,55,High,High
1315,CHE 4.00,2014,1,74.0,66.0,65,55,High,High
1316,CHE 4.00,2014,2,75.0,67.0,65,55,High,High
1317,CHE 4.00,2014,3,75.0,66.0,65,55,High,High
1318,CHE 4.00,2014,4,75.0,67.0,65,55,High,High
1319,CHE 4.00,2014,5,76.0,68.0,65,55,High,High
1320,CHE 4.00,2014,6,75.0,69.0,65,55,High,High
1321,CHE 4.00,2014,7,75.0,69.0,65,55,High,High
1322,CHE 4.00,2014,8,74.0,67.0,65,55,High,High
1323,CHE 4.00,2014,9,73.0,65.0,65,55,High,High
1324,CHE 4.00,2014,10,75.0,64.0,65,55,High,High
1325,CHE 4.00,2014,11,76.0,65.0,65,55,High,High
1326,CHE 4.00,2014,12,76.0,67.0,65,55,High,High
1327,CHE 5.00,2014,1,68.0,58.0,55,45,High,High
1328,CHE 5.00,2014,2,67.0,56.0,55,45,High,High
1329,CHE 5.00,2014,3,67.0,55.0,55,45,High,High
1330,CHE 5.00,2014,4,67.0,55.0,55,45,High,High
1331,CHE 5.00,2014,5,68.0,55.0,55,45,High,High
1332,CHE 5.00,2014,6,67.0,57.0,55,45,High,High
1333,CHE 5.00,2014,7,68.0,57.0,55,45,High,High
1334,CHE 5.00,2014,8,68.0,59.0,55,45,High,High
1335,CHE 5.00,2014,9,68.0,56.0,55,45,High,High
1336,CHE 5.00,2014,10,68.0,56.0,55,45,High,High
1337,CHE 5.00,2014,11,71.0,60.0,55,45,High,High
1338,CHE 5.00,2014,12,71.0,61.0,55,45,High,High
1339,DEL01,2014,1,51.0,45.0,50,40,High,High
1340,DEL01,2014,2,51.0,47.0,50,40,High,High
1341,DEL01,2014,3,51.0,47.0,50,40,High,High
1342,DEL01,2014,4,51.0,48.0,50,40,High,High
1343,DEL01,2014,5,51.0,49.0,50,40,High,High
1344,DEL01,2014,6,51.0,49.0,50,40,High,High
1345,DEL01,2014,7,53.0,50.0,50,40,High,High
1346,DEL01,2014,8,52.0,50.0,50,40,High,High
1347,DEL01,2014,9,51.0,48.0,50,40,High,High
1348,DEL01,2014,10,51.0,48.0,50,40,High,High
1349,DEL01,2014,11,53.0,51.0,50,40,High,High
1350,DEL01,2014,12,53.0,49.0,50,40,High,High
1351,DEL02,2014,1,64.0,51.0,65,55,Low,Low
1352,DEL02,2014,2,65.0,52.0,65,55,High,Low
1353,DEL02,2014,3,65.0,53.0,65,55,High,Low
1354,DEL02,2014,4,65.0,54.0,65,55,High,Low
1355,DEL02,2014,5,64.0,55.0,65,55,Low,High
1356,DEL02,2014,6,64.0,54.0,65,55,Low,Low
1357,DEL02,2014,7,66.0,55.0,65,55,High,High
1358,DEL02,2014,8,65.0,54.0,65,55,High,Low
1359,DEL02,2014,9,65.0,54.0,65,55,High,Low
1360,DEL02,2014,10,66.0,55.0,65,55,High,High
1361,DEL02,2014,11,69.0,57.0,65,55,High,High
1362,DEL02,2014,12,69.0,56.0,65,55,High,High
1363,DEL03,2014,1,49.0,44.0,50,40,Low,High
1364,DEL03,2014,2,51.0,47.0,50,40,High,High
1365,DEL03,2014,3,51.0,46.0,50,40,High,High
1366,DEL03,2014,4,52.0,48.0,50,40,High,High
1367,DEL03,2014,5,51.0,48.0,50,40,High,High
1368,DEL03,2014,6,53.0,50.0,50,40,High,High
1369,DEL03,2014,7,52.0,52.0,50,40,High,High
1370,DEL03,2014,8,52.0,53.0,50,40,High,High
1371,DEL03,2014,9,52.0,50.0,50,40,High,High
1372,DEL03,2014,10,52.0,47.0,50,40,High,High
1373,DEL03,2014,11,53.0,48.0,50,40,High,High
1374,DEL03,2014,12,52.0,48.0,50,40,High,High
1375,DEL04,2014,1,74.0,74.0,65,55,High,High
1376,DEL04,2014,2,74.0,73.0,65,55,High,High
1377,DEL04,2014,3,74.0,73.0,65,55,High,High
1378,DEL04,2014,4,74.0,74.0,65,55,High,High
1379,DEL04,2014,5,74.0,74.0,65,55,High,High
1380,DEL04,2014,6,74.0,74.0,65,55,High,High
1381,DEL04,2014,7,73.0,73.0,65,55,High,High
1382,DEL04,2014,8,72.0,70.0,65,55,High,High
1383,DEL04,2014,9,74.0,72.0,65,55,High,High
1384,DEL04,2014,10,75.0,73.0,65,55,High,High
1385,DEL04,2014,11,76.0,71.0,65,55,High,High
1386,DEL04,2014,12,75.0,71.0,65,55,High,High
1387,DEL05,2014,1,55.0,49.0,50,40,High,High
1388,DEL05,2014,2,56.0,53.0,50,40,High,High
1389,DEL05,2014,3,56.0,52.0,50,40,High,High
1390,DEL05,2014,4,57.0,54.0,50,40,High,High
1391,DEL05,2014,5,56.0,54.0,50,40,High,High
1392,DEL05,2014,6,56.0,53.0,50,40,High,High
1393,DEL05,2014,7,55.0,53.0,50,40,High,High
1394,DEL05,2014,8,55.0,52.0,50,40,High,High
1395,DEL05,2014,9,56.0,52.0,50,40,High,High
1396,DEL05,2014,10,56.0,53.0,50,40,High,High
1397,DEL05,2014,11,59.0,56.0,50,40,High,High
1398,DEL05,2014,12,59.0,55.0,50,40,High,High
1399,HYD01,2014,1,73.0,63.0,65,55,High,High
1400,HYD01,2014,2,72.0,63.0,65,55,High,High
1401,HYD01,2014,3,72.0,61.0,65,55,High,High
1402,HYD01,2014,4,72.0,62.0,65,55,High,High
1403,HYD01,2014,5,72.0,63.0,65,55,High,High
1404,HYD01,2014,6,73.0,67.0,65,55,High,High
1405,HYD01,2014,7,74.0,69.0,65,55,High,High
1406,HYD01,2014,8,73.0,65.0,65,55,High,High
1407,HYD01,2014,9,73.0,65.0,65,55,High,High
1408,HYD01,2014,10,76.0,68.0,65,55,High,High
1409,HYD01,2014,11,77.0,66.0,65,55,High,High
1410,HYD01,2014,12,77.0,66.0,65,55,High,High
1411,HYD02,2014,1,64.0,58.0,75,70,Low,Low
1412,HYD02,2014,2,65.0,59.0,75,70,Low,Low
1413,HYD02,2014,3,66.0,60.0,75,70,Low,Low
1414,HYD02,2014,4,65.0,57.0,75,70,Low,Low
1415,HYD02,2014,5,65.0,58.0,75,70,Low,Low
1416,HYD02,2014,6,65.0,59.0,75,70,Low,Low
1417,HYD02,2014,7,66.0,59.0,75,70,Low,Low
1418,HYD02,2014,8,65.0,59.0,75,70,Low,Low
1419,HYD02,2014,9,65.0,58.0,75,70,Low,Low
1420,HYD02,2014,10,64.0,58.0,75,70,Low,Low
1421,HYD02,2014,11,65.0,59.0,75,70,Low,Low
1422,HYD02,2014,12,65.0,58.0,75,70,Low,Low
1423,HYD03,2014,1,56.0,48.0,55,45,High,High
1424,HYD03,2014,2,56.0,48.0,55,45,High,High
1425,HYD03,2014,3,56.0,48.0,55,45,High,High
1426,HYD03,2014,4,55.0,48.0,55,45,High,High
1427,HYD03,2014,5,58.0,49.0,55,45,High,High
1428,HYD03,2014,6,58.0,50.0,55,45,High,High
1429,HYD03,2014,7,57.0,51.0,55,45,High,High
1430,HYD03,2014,8,55.0,48.0,55,45,High,High
1431,HYD03,2014,9,56.0,48.0,55,45,High,High
1432,HYD03,2014,10,58.0,49.0,55,45,High,High
1433,HYD03,2014,11,59.0,50.0,55,45,High,High
1434,HYD03,2014,12,60.0,51.0,55,45,High,High
1435,HYD04,2014,1,56.0,50.0,50,40,High,High
1436,HYD04,2014,2,56.0,50.0,50,40,High,High
1437,HYD04,2014,3,55.0,49.0,50,40,High,High
1438,HYD04,2014,4,55.0,50.0,50,40,High,High
1439,HYD04,2014,5,56.0,51.0,50,40,High,High
1440,HYD04,2014,6,59.0,56.0,50,40,High,High
1441,HYD04,2014,7,57.0,53.0,50,40,High,High
1442,HYD04,2014,8,56.0,50.0,50,40,High,High
1443,HYD04,2014,9,56.0,50.0,50,40,High,High
1444,HYD04,2014,10,55.0,49.0,50,40,High,High
1445,HYD04,2014,11,55.0,48.0,50,40,High,High
1446,HYD04,2014,12,55.0,49.0,50,40,High,High
1447,HYD05,2014,1,79.0,73.0,65,55,High,High
1448,HYD05,2014,2,79.0,74.0,65,55,High,High
1449,HYD05,2014,3,78.0,73.0,65,55,High,High
1450,HYD05,2014,4,78.0,73.0,65,55,High,High
1451,HYD05,2014,5,78.0,73.0,65,55,High,High
1452,HYD05,2014,6,78.0,73.0,65,55,High,High
1453,HYD05,2014,7,79.0,74.0,65,55,High,High
1454,HYD05,2014,8,79.0,74.0,65,55,High,High
1455,HYD05,2014,9,79.0,74.0,65,55,High,High
1456,HYD05,2014,10,77.0,74.0,65,55,High,High
1457,HYD05,2014,11,79.0,73.0,65,55,High,High
1458,HYD05,2014,12,79.0,73.0,65,55,High,High
1459,KOL01,2014,1,71.0,68.0,75,70,Low,Low
1460,KOL01,2014,2,71.0,69.0,75,70,Low,Low
1461,KOL01,2014,3,65.0,62.0,75,70,Low,Low
1462,KOL01,2014,4,67.0,63.0,75,70,Low,Low
1463,KOL01,2014,5,69.0,65.0,75,70,Low,Low
1464,KOL01,2014,6,72.0,69.0,75,70,Low,Low
1465,KOL01,2014,7,70.0,68.0,75,70,Low,Low
1466,KOL01,2014,8,71.0,69.0,75,70,Low,Low
1467,KOL01,2014,9,66.0,65.0,75,70,Low,Low
1468,KOL01,2014,10,72.0,71.0,75,70,Low,High
1469,KOL01,2014,11,73.0,71.0,75,70,Low,High
1470,KOL01,2014,12,70.0,68.0,75,70,Low,Low
1471,KOL02,2014,1,69.0,58.0,65,55,High,High
1472,KOL02,2014,2,68.0,61.0,65,55,High,High
1473,KOL02,2014,3,68.0,61.0,65,55,High,High
1474,KOL02,2014,4,68.0,62.0,65,55,High,High
1475,KOL02,2014,5,67.0,62.0,65,55,High,High
1476,KOL02,2014,6,68.0,61.0,65,55,High,High
1477,KOL02,2014,7,69.0,63.0,65,55,High,High
1478,KOL02,2014,8,68.0,61.0,65,55,High,High
1479,KOL02,2014,9,71.0,71.0,65,55,High,High
1480,KOL02,2014,10,73.0,72.0,65,55,High,High
1481,KOL02,2014,11,73.0,72.0,65,55,High,High
1482,KOL02,2014,12,73.0,71.0,65,55,High,High
1483,KOL03,2014,1,52.0,63.0,55,45,Low,High
1484,KOL03,2014,3,55.0,48.0,55,45,High,High
1485,KOL03,2014,4,55.0,50.0,55,45,High,High
1486,KOL03,2014,5,57.0,51.0,55,45,High,High
1487,KOL03,2014,6,56.0,52.0,55,45,High,High
1488,KOL03,2014,7,56.0,51.0,55,45,High,High
1489,KOL03,2014,8,56.0,50.0,55,45,High,High
1490,KOL03,2014,9,55.0,50.0,55,45,High,High
1491,KOL03,2014,10,55.0,50.0,55,45,High,High
1492,KOL03,2014,11,54.0,47.0,55,45,Low,High
1493,KOL03,2014,12,54.0,46.0,55,45,Low,High
1494,KOL04,2014,1,61.0,55.0,50,40,High,High
1495,KOL04,2014,2,62.0,55.0,50,40,High,High
1496,KOL04,2014,3,62.0,56.0,50,40,High,High
1497,KOL04,2014,4,63.0,58.0,50,40,High,High
1498,KOL04,2014,5,64.0,60.0,50,40,High,High
1499,KOL04,2014,6,63.0,58.0,50,40,High,High
1500,KOL04,2014,7,63.0,56.0,50,40,High,High
1501,KOL04,2014,8,63.0,56.0,50,40,High,High
1502,KOL04,2014,9,63.0,57.0,50,40,High,High
1503,KOL04,2014,10,61.0,56.0,50,40,High,High
1504,KOL04,2014,11,61.0,55.0,50,40,High,High
1505,KOL04,2014,12,61.0,54.0,50,40,High,High
1506,KOL05,2014,1,64.0,58.0,65,55,Low,High
1507,KOL05,2014,2,65.0,60.0,65,55,High,High
1508,KOL05,2014,3,64.0,58.0,65,55,Low,High
1509,KOL05,2014,4,63.0,57.0,65,55,Low,High
1510,KOL05,2014,5,64.0,58.0,65,55,Low,High
1511,KOL05,2014,6,64.0,57.0,65,55,Low,High
1512,KOL05,2014,7,64.0,57.0,65,55,Low,High
1513,KOL05,2014,8,64.0,57.0,65,55,Low,High
1514,KOL05,2014,9,64.0,57.0,65,55,Low,High
1515,KOL05,2014,10,63.0,57.0,65,55,Low,High
1516,KOL05,2014,11,63.0,57.0,65,55,Low,High
1517,KOL05,2014,12,64.0,58.0,65,55,Low,High
1518,LUC 1.00,2014,1,63.0,54.0,75,70,Low,Low
1519,LUC 1.00,2014,2,64.0,55.0,75,70,Low,Low
1520,LUC 1.00,2014,3,62.0,55.0,75,70,Low,Low
1521,LUC 1.00,2014,4,63.0,57.0,75,70,Low,Low
1522,LUC 1.00,2014,5,64.0,62.0,75,70,Low,Low
1523,LUC 1.00,2014,6,63.0,57.0,75,70,Low,Low
1524,LUC 1.00,2014,7,64.0,56.0,75,70,Low,Low
1525,LUC 1.00,2014,8,64.0,57.0,75,70,Low,Low
1526,LUC 1.00,2014,9,64.0,56.0,75,70,Low,Low
1527,LUC 1.00,2014,10,64.0,57.0,75,70,Low,Low
1528,LUC 1.00,2014,11,66.0,58.0,75,70,Low,Low
1529,LUC 1.00,2014,12,66.0,57.0,75,70,Low,Low
1530,LUC 2.00,2014,1,72.0,59.0,65,55,High,High
1531,LUC 2.00,2014,2,73.0,61.0,65,55,High,High
1532,LUC 2.00,2014,3,72.0,61.0,65,55,High,High
1533,LUC 2.00,2014,4,72.0,61.0,65,55,High,High
1534,LUC 2.00,2014,5,72.0,61.0,65,55,High,High
1535,LUC 2.00,2014,6,72.0,62.0,65,55,High,High
1536,LUC 2.00,2014,7,73.0,65.0,65,55,High,High
1537,LUC 2.00,2014,8,72.0,61.0,65,55,High,High
1538,LUC 2.00,2014,9,73.0,62.0,65,55,High,High
1539,LUC 2.00,2014,10,73.0,63.0,65,55,High,High
1540,LUC 2.00,2014,11,73.0,61.0,65,55,High,High
1541,LUC 2.00,2014,12,73.0,60.0,65,55,High,High
1542,LUC 3.00,2014,1,61.0,48.0,50,40,High,High
1543,LUC 3.00,2014,2,62.0,50.0,50,40,High,High
1544,LUC 3.00,2014,3,61.0,55.0,50,40,High,High
1545,LUC 3.00,2014,4,61.0,56.0,50,40,High,High
1546,LUC 3.00,2014,5,62.0,56.0,50,40,High,High
1547,LUC 3.00,2014,6,65.0,58.0,50,40,High,High
1548,LUC 3.00,2014,7,63.0,58.0,50,40,High,High
1549,LUC 3.00,2014,8,63.0,57.0,50,40,High,High
1550,LUC 3.00,2014,9,64.0,58.0,50,40,High,High
1551,LUC 3.00,2014,10,62.0,57.0,50,40,High,High
1552,LUC 3.00,2014,11,62.0,54.0,50,40,High,High
1553,LUC 3.00,2014,12,61.0,50.0,50,40,High,High
1554,LUC 4.00,2014,1,55.0,40.0,55,45,High,Low
1555,LUC 4.00,2014,2,57.0,45.0,55,45,High,High
1556,LUC 4.00,2014,3,57.0,48.0,55,45,High,High
1557,LUC 4.00,2014,4,57.0,51.0,55,45,High,High
1558,LUC 4.00,2014,5,57.0,53.0,55,45,High,High
1559,LUC 4.00,2014,6,56.0,53.0,55,45,High,High
1560,LUC 4.00,2014,7,57.0,53.0,55,45,High,High
1561,LUC 4.00,2014,8,57.0,54.0,55,45,High,High
1562,LUC 4.00,2014,9,58.0,51.0,55,45,High,High
1563,LUC 4.00,2014,10,58.0,50.0,55,45,High,High
1564,LUC 4.00,2014,11,58.0,48.0,55,45,High,High
1565,LUC 4.00,2014,12,56.0,41.0,55,45,High,Low
1566,LUC 5.00,2014,1,70.0,58.0,50,40,High,High
1567,LUC 5.00,2014,2,69.0,60.0,50,40,High,High
1568,LUC 5.00,2014,3,71.0,61.0,50,40,High,High
1569,LUC 5.00,2014,4,71.0,61.0,50,40,High,High
1570,LUC 5.00,2014,5,71.0,63.0,50,40,High,High
1571,LUC 5.00,2014,6,69.0,64.0,50,40,High,High
1572,LUC 5.00,2014,7,70.0,63.0,50,40,High,High
1573,LUC 5.00,2014,8,69.0,61.0,50,40,High,High
1574,LUC 5.00,2014,9,69.0,61.0,50,40,High,High
1575,LUC 5.00,2014,10,67.0,60.0,50,40,High,High
1576,LUC 5.00,2014,11,68.0,60.0,50,40,High,High
1577,LUC 5.00,2014,12,67.0,57.0,50,40,High,High
1578,MUM01,2014,1,66.0,61.0,50,40,High,High
1579,MUM01,2014,2,65.0,60.0,50,40,High,High
1580,MUM01,2014,3,65.0,61.0,50,40,High,High
1581,MUM01,2014,4,65.0,60.0,50,40,High,High
1582,MUM01,2014,5,64.0,60.0,50,40,High,High
1583,MUM01,2014,6,70.0,60.0,50,40,High,High
1584,MUM01,2014,7,70.0,63.0,50,40,High,High
1585,MUM01,2014,8,66.0,61.0,50,40,High,High
1586,MUM01,2014,9,66.0,60.0,50,40,High,High
1587,MUM01,2014,10,65.0,60.0,50,40,High,High
1588,MUM01,2014,11,65.0,60.0,50,40,High,High
1589,MUM01,2014,12,65.0,61.0,50,40,High,High
1590,MUM02,2014,1,70.0,67.0,65,55,High,High
1591,MUM02,2014,2,70.0,68.0,65,55,High,High
1592,MUM02,2014,3,70.0,68.0,65,55,High,High
1593,MUM02,2014,4,70.0,67.0,65,55,High,High
1594,MUM02,2014,5,69.0,67.0,65,55,High,High
1595,MUM02,2014,6,70.0,66.0,65,55,High,High
1596,MUM02,2014,7,71.0,67.0,65,55,High,High
1597,MUM02,2014,8,70.0,67.0,65,55,High,High
1598,MUM02,2014,9,70.0,67.0,65,55,High,High
1599,MUM02,2014,10,69.0,67.0,65,55,High,High
1600,MUM02,2014,11,70.0,66.0,65,55,High,High
1601,MUM02,2014,12,70.0,66.0,65,55,High,High
1602,MUM03,2014,1,71.0,68.0,65,55,High,High
1603,MUM03,2014,2,71.0,68.0,65,55,High,High
1604,MUM03,2014,3,70.0,67.0,65,55,High,High
1605,MUM03,2014,4,71.0,67.0,65,55,High,High
1606,MUM03,2014,5,70.0,67.0,65,55,High,High
1607,MUM03,2014,6,71.0,67.0,65,55,High,High
1608,MUM03,2014,7,71.0,67.0,65,55,High,High
1609,MUM03,2014,8,71.0,67.0,65,55,High,High
1610,MUM03,2014,9,71.0,68.0,65,55,High,High
1611,MUM03,2014,10,71.0,68.0,65,55,High,High
1612,MUM03,2014,11,72.0,69.0,65,55,High,High
1613,MUM03,2014,12,72.0,70.0,65,55,High,High
1614,MUM04,2014,1,64.0,55.0,65,55,Low,High
1615,MUM04,2014,2,64.0,54.0,65,55,Low,Low
1616,MUM04,2014,3,64.0,56.0,65,55,Low,High
1617,MUM04,2014,4,64.0,57.0,65,55,Low,High
1618,MUM04,2014,5,64.0,57.0,65,55,Low,High
1619,MUM04,2014,6,64.0,57.0,65,55,Low,High
1620,MUM04,2014,7,66.0,59.0,65,55,High,High
1621,MUM04,2014,8,67.0,56.0,65,55,High,High
1622,MUM04,2014,9,64.0,56.0,65,55,Low,High
1623,MUM04,2014,10,64.0,57.0,65,55,Low,High
1624,MUM04,2014,11,64.0,56.0,65,55,Low,High
1625,MUM04,2014,12,64.0,55.0,65,55,Low,High
1626,MUM05,2014,1,69.0,56.0,50,40,High,High
1627,MUM05,2014,2,69.0,56.0,50,40,High,High
1628,MUM05,2014,3,69.0,56.0,50,40,High,High
1629,MUM05,2014,4,69.0,57.0,50,40,High,High
1630,MUM05,2014,5,68.0,57.0,50,40,High,High
1631,MUM05,2014,6,69.0,58.0,50,40,High,High
1632,MUM05,2014,7,69.0,63.0,50,40,High,High
1633,MUM05,2014,8,65.0,68.0,50,40,High,High
1634,MUM05,2014,9,68.0,61.0,50,40,High,High
1635,MUM05,2014,10,69.0,58.0,50,40,High,High
1636,MUM05,2014,11,69.0,58.0,50,40,High,High
1637,MUM05,2014,12,72.0,60.0,50,40,High,High
1638,BEN01,2015,1,59.0,56.0,55,45,High,High
1639,BEN01,2015,2,59.0,55.0,55,45,High,High
1640,BEN01,2015,3,59.0,55.0,55,45,High,High
1641,BEN01,2015,4,58.0,54.0,55,45,High,High
1642,BEN01,2015,5,58.0,55.0,55,45,High,High
1643,BEN01,2015,6,58.0,56.0,55,45,High,High
1644,BEN01,2015,7,58.0,55.0,55,45,High,High
1645,BEN01,2015,8,59.0,58.0,55,45,High,High
1646,BEN01,2015,9,57.0,55.0,55,45,High,High
1647,BEN01,2015,10,71.0,72.0,55,45,High,High
1648,BEN01,2015,11,59.0,58.0,55,45,High,High
1649,BEN01,2015,12,60.0,61.0,55,45,High,High
1650,BEN02,2015,1,66.0,58.0,65,55,High,High
1651,BEN02,2015,2,67.0,59.0,65,55,High,High
1652,BEN02,2015,3,67.0,60.0,65,55,High,High
1653,BEN02,2015,4,67.0,61.0,65,55,High,High
1654,BEN02,2015,5,67.0,60.0,65,55,High,High
1655,BEN02,2015,6,67.0,59.0,65,55,High,High
1656,BEN02,2015,7,67.0,59.0,65,55,High,High
1657,BEN02,2015,8,66.0,59.0,65,55,High,High
1658,BEN02,2015,9,66.0,58.0,65,55,High,High
1659,BEN02,2015,10,66.0,59.0,65,55,High,High
1660,BEN02,2015,11,67.0,60.0,65,55,High,High
1661,BEN02,2015,12,67.0,60.0,65,55,High,High
1662,BEN03,2015,1,54.0,50.0,55,45,Low,High
1663,BEN03,2015,2,57.0,62.0,55,45,High,High
1664,BEN03,2015,3,54.0,47.0,55,45,Low,High
1665,BEN03,2015,4,58.0,49.0,55,45,High,High
1666,BEN03,2015,5,63.0,53.0,55,45,High,High
1667,BEN03,2015,6,60.0,55.0,55,45,High,High
1668,BEN03,2015,7,56.0,49.0,55,45,High,High
1669,BEN03,2015,8,57.0,49.0,55,45,High,High
1670,BEN03,2015,9,58.0,51.0,55,45,High,High
1671,BEN03,2015,10,58.0,57.0,55,45,High,High
1672,BEN03,2015,11,60.0,50.0,55,45,High,High
1673,BEN03,2015,12,60.0,49.0,55,45,High,High
1674,BEN04,2015,1,65.0,56.0,65,55,High,High
1675,BEN04,2015,2,65.0,57.0,65,55,High,High
1676,BEN04,2015,3,65.0,58.0,65,55,High,High
1677,BEN04,2015,4,65.0,58.0,65,55,High,High
1678,BEN04,2015,5,65.0,58.0,65,55,High,High
1679,BEN04,2015,6,66.0,58.0,65,55,High,High
1680,BEN04,2015,7,66.0,59.0,65,55,High,High
1681,BEN04,2015,8,66.0,60.0,65,55,High,High
1682,BEN04,2015,9,66.0,60.0,65,55,High,High
1683,BEN04,2015,10,67.0,58.0,65,55,High,High
1684,BEN04,2015,11,67.0,59.0,65,55,High,High
1685,BEN04,2015,12,66.0,58.0,65,55,High,High
1686,BEN05,2015,1,58.0,56.0,75,70,Low,Low
1687,BEN05,2015,2,59.0,56.0,75,70,Low,Low
1688,BEN05,2015,3,60.0,57.0,75,70,Low,Low
1689,BEN05,2015,4,60.0,57.0,75,70,Low,Low
1690,BEN05,2015,5,59.0,57.0,75,70,Low,Low
1691,BEN05,2015,6,60.0,58.0,75,70,Low,Low
1692,BEN05,2015,7,59.0,57.0,75,70,Low,Low
1693,BEN05,2015,8,60.0,58.0,75,70,Low,Low
1694,BEN05,2015,9,60.0,59.0,75,70,Low,Low
1695,BEN05,2015,10,60.0,59.0,75,70,Low,Low
1696,BEN05,2015,11,57.0,56.0,75,70,Low,Low
1697,BEN05,2015,12,57.0,55.0,75,70,Low,Low
1698,BEN06,2015,1,72.0,63.0,65,55,High,High
1699,BEN06,2015,2,72.0,63.0,65,55,High,High
1700,BEN06,2015,3,71.0,62.0,65,55,High,High
1701,BEN06,2015,4,72.0,63.0,65,55,High,High
1702,BEN06,2015,5,72.0,63.0,65,55,High,High
1703,BEN06,2015,6,72.0,64.0,65,55,High,High
1704,BEN06,2015,7,72.0,64.0,65,55,High,High
1705,BEN06,2015,8,72.0,63.0,65,55,High,High
1706,BEN06,2015,9,72.0,64.0,65,55,High,High
1707,BEN06,2015,10,72.0,63.0,65,55,High,High
1708,BEN06,2015,11,73.0,64.0,65,55,High,High
1709,BEN06,2015,12,73.0,64.0,65,55,High,High
1710,BEN07,2015,1,59.0,55.0,50,40,High,High
1711,BEN07,2015,2,61.0,55.0,50,40,High,High
1712,BEN07,2015,3,60.0,54.0,50,40,High,High
1713,BEN07,2015,4,59.0,53.0,50,40,High,High
1714,BEN07,2015,5,59.0,54.0,50,40,High,High
1715,BEN07,2015,6,60.0,54.0,50,40,High,High
1716,BEN07,2015,7,60.0,54.0,50,40,High,High
1717,BEN07,2015,8,60.0,54.0,50,40,High,High
1718,BEN07,2015,9,60.0,53.0,50,40,High,High
1719,BEN07,2015,10,61.0,53.0,50,40,High,High
1720,BEN07,2015,11,61.0,55.0,50,40,High,High
1721,BEN07,2015,12,60.0,54.0,50,40,High,High
1722,BEN08,2015,1,67.0,61.0,75,70,Low,Low
1723,BEN08,2015,2,68.0,61.0,75,70,Low,Low
1724,BEN08,2015,3,68.0,61.0,75,70,Low,Low
1725,BEN08,2015,4,67.0,61.0,75,70,Low,Low
1726,BEN08,2015,5,66.0,61.0,75,70,Low,Low
1727,BEN08,2015,6,67.0,62.0,75,70,Low,Low
1728,BEN08,2015,7,67.0,62.0,75,70,Low,Low
1729,BEN08,2015,8,66.0,62.0,75,70,Low,Low
1730,BEN08,2015,9,66.0,61.0,75,70,Low,Low
1731,BEN08,2015,10,67.0,60.0,75,70,Low,Low
1732,BEN08,2015,11,68.0,61.0,75,70,Low,Low
1733,BEN08,2015,12,67.0,61.0,75,70,Low,Low
1734,BEN09,2015,1,59.0,57.0,50,40,High,High
1735,BEN09,2015,2,60.0,57.0,50,40,High,High
1736,BEN09,2015,3,61.0,57.0,50,40,High,High
1737,BEN09,2015,4,59.0,55.0,50,40,High,High
1738,BEN09,2015,5,60.0,57.0,50,40,High,High
1739,BEN09,2015,6,65.0,61.0,50,40,High,High
1740,BEN09,2015,7,64.0,60.0,50,40,High,High
1741,BEN09,2015,8,63.0,57.0,50,40,High,High
1742,BEN09,2015,9,65.0,55.0,50,40,High,High
1743,BEN09,2015,10,61.0,51.0,50,40,High,High
1744,BEN09,2015,11,70.0,70.0,50,40,High,High
1745,BEN09,2015,12,66.0,66.0,50,40,High,High
1746,BEN10,2015,1,63.0,60.0,55,45,High,High
1747,BEN10,2015,2,64.0,60.0,55,45,High,High
1748,BEN10,2015,3,64.0,57.0,55,45,High,High
1749,BEN10,2015,4,63.0,55.0,55,45,High,High
1750,BEN10,2015,5,63.0,57.0,55,45,High,High
